,PMCID,Abstract
14,2699080,"TITLE.
Laparoscopic versus open pyeloplasty: Comparison of two surgical approaches- a single centre experience of three years

ABSTRACT.BACKGROUND:.
Ureteropelvic junction obstruction (UPJO) causes hydronephrosis and progressive renal impairment may ensue if left uncorrected. Open pyeloplasty remains the standard against which new technique must be compared. We compared laparoscopic (LP) and open pyeloplasty (OP) in a randomized prospective trial.

ABSTRACT.MATERIALS AND METHODS:.
A prospective randomized study was done from January 2004 to January 2007 in which a total of 28 laparoscopic and 34 open pyeloplasty were done. All laparoscopic pyeloplasties were performed transperitoneally. Standard open Anderson Hynes pyeloplasty, spiral flap or VY plasty was done depending on anatomic consideration. Patients were followed with DTPA scan at three months and IVP at six months. Perioperative parameters including operative time, analgesic use, hospital stay, and complication and success rates were compared.

ABSTRACT.RESULTS:.
Mean total operative time with stent placement in LP group was 244.2 min (188-300 min) compared to 122 min (100-140 min) in OP group. Compared to OP group, the post operative diclofenac requirement was significantly less in LP group (mean 107.14 mg) and OP group required mean of (682.35 mg). The duration of analgesic requirement was also significantly less in LP group. The postoperative hospital stay in LP was mean 3.14 Days (2-7 days) significantly less than the open group mean of 8.29 days (7-11 days).

ABSTRACT.CONCLUSION:.
LP has a minimal level of morbidity and short hospital stay compared to open approach. Although, laparoscopic pyeloplasty has the disadvantages of longer operative time and requires significant skill of intracorporeal knotting but it is here to stay and represents an emerging standard of care."
15,2699714,"TITLE: 
Etanercept Treatment in Children With New-Onset Type 1 DiabetesPilot randomized, placebo-controlled, double-blind study

ABSTRACT.OBJECTIVE:
To gather preliminary data on the feasibility and efficacy of etanercept therapy to prolong endogenous insulin production in pediatric patients with newly diagnosed type 1 diabetes.

ABSTRACT.RESEARCH DESIGN AND METHODS:
This was a 24-week double-blind, randomized, placebo-controlled study conducted at the Diabetes Center, Women and Children's Hospital of Buffalo. Eighteen subjects (11 male and 7 female, aged 7.8–18.2 years) were randomly assigned to receive either placebo or etanercept. Inclusion criteria included age 3–18 years, GAD-65 and/or islet cell antibody positivity, A1C >6%, three insulin injections per day, white blood cell count 3,000–10,000, platelets >100,000, and normal liver and renal function. Intention-to-treat analysis was used.

ABSTRACT.RESULTS:
A1C at week 24 was lower in the etanercept group (5.91 ± 0.5%) compared with that in the placebo group (6.98 ± 1.2%; P < 0.05) with a higher percent decrease from baseline than in the placebo group (etanercept 0.41 ± 0.1 vs. placebo 0.18 ± 0.21; P < 0.01). The percent change in C-peptide area under the curve from baseline to week 24 showed a 39% increase in the etanercept group and a 20% decrease in the placebo group (P < 0.05). From baseline to week 24 insulin dose decreased 18% in the etanercept group compared with a 23% increase in the placebo group (P < 0.05). Seventeen patients completed the study, and none withdrew because of adverse events.

ABSTRACT.CONCLUSIONS:
In this small pilot study, treatment of pediatric patients newly diagnosed with type 1 diabetes with etanercept resulted in lower A1C and increased endogenous insulin production, suggesting preservation of β-cell function. A larger study is needed to further explore safety and efficacy."
16,2703617,"TITLE.
The impact of a fast track area on quality and effectiveness outcomes: A Middle Eastern emergency department perspective

ABSTRACT.BACKGROUND.
Emergency department (ED) overcrowding is a ubiquitous problem with serious public health implications. The fast track area is a novel method which aims to reduce waiting time, patient dissatisfaction and morbidity. |The study objective was to determine the impact of a fast track area (FTA) on both effectiveness measures (i.e. waiting times [WT] and length of stay [LOS]) and quality measures (i.e. LWBS rates and mortality rates) in non-urgent patients. The secondary objective was to assess if a FTA negatively impacted on urgent patients entering the ED.

ABSTRACT.METHODS.
The study took place in a 500 bed, urban, tertiary care hospital in Abu Dhabi, United Arab Emirates. This was a quasi-experimental, which examined the impact of a FTA on a pre-intervention control group (January 2005) (n = 4,779) versus a post-intervention study group (January 2006) (n = 5,706).

ABSTRACT.RESULTS.
Mean WTs of Canadian Triage Acuity Scale (CTAS) 4 patients decreased by 22 min (95% CI 21 min to 24 min, P < 0.001). Similarly, mean WTs of CTAS 5 patients decreased by 28 min (95% CI 19 min to 37 min, P < 0.001) post FTA. The mean WTs of urgent patients (CTAS 2/3) were also significantly reduced after the FTA was opened (P < 0.001). The LWBS rate was reduced from 4.7% to 0.7% (95% CI 3.37 to 4.64; P < 0.001). Opening a FTA had no significant impact on mortality rates (P = 0.88).

ABSTRACT.CONCLUSION.
The FTA improved ED effectiveness (WTs and LOS) and quality measures (LWBS rates) whereas mortality rate remained unchanged."
17,2710065,"TITLE.
Prospective evaluation of the efficacy of antibiotic prophylaxis before cystoscopy

ABSTRACT.BACKGROUND:.
The aim of this study was to prospectively compare single-dose intravenous antibiotic prophylaxis vs. no prophylaxis before minor cystoscopic procedures, including punch biopsy and transurethral resection (TUR) of small bladder tumors.

ABSTRACT.MATERIALS AND METHODS:.
A total of 200 patients with a mean age of 47.3 years old (range: 19–84 years old) with initial negative urine cultures were recruited. All patients underwent a diagnostic cystoscopy. Patients were then randomized into 2 groups: One group that did not receive antibiotics (100 patients) and the other group that received antibiotic treatment (100 patients with a single intravenous dose of cefoperazone). All patients had urine analysis and urine cultures on the second day after the operation. Additionally, clinical parameters including fever and dysuria were recorded. In 15% of the patients, incidental additional interventions such as punch biopsy or TUR of a small bladder tumor that were similarly distributed in both groups were performed.

ABSTRACT.RESULTS:.
In 1 patient from the antibiotic group and 2 patients from the no prophylaxis group, the urine cultures after cystoscopy were positive. No statistically significant difference was observed between these groups based on the microbiological and clinical parameters.

ABSTRACT.CONCLUSION:.
The current study provides evidence that no antibiotic prophylaxis is required before diagnostic cystoscopy in patients without bacteriuria. But, the absolute risk of infection was small, suggesting that a much larger study is required."
18,2742700,"TITLE.
Effects of efforts to intensify management on blood pressure control among patients with type 2 diabetes mellitus and hypertension: A pilot study

ABSTRACT.
There continues to be a need for improved medical management of diabetes patients with hypertension in primary care. While several care models have shown effectiveness in achieving various outcomes among these patients, it remains unclear what care model is most effective in improving blood pressure control in primary care. In this prospective study, 54 patients with type 2 diabetes mellitus and blood pressure of >140/90 identified through the registry, were randomized into three groups. Group A attended a nurse educator-conducted class on diabetes and hypertension, group B attended the same class and was asked to monitor their home blood pressure using provided device, and group C served as control (usual care). Of the 24 subjects who completed the study, only 20% achieved the target blood pressure of <130/80 and there was no statistical difference in mean systolic and diastolic blood pressures among the three groups (p > 0.05). Efforts to intensify management of hypertension among type 2 diabetes patients did not result in better blood pressure control compared to usual care. Studies looking into factors which limit patients' participation in group classes and determining patients' preferences in disease management would be helpful in ensuring success of any chronic disease management program."
19,2774638,"TITLE.
Assessing Calcium Intake in Postmenopausal Women

ABSTRACT.INTRODUCTION.
Because foods fortified with calcium are increasingly available, the calcium content of calcium-fortified foods may not be adequately captured in traditional assessments of dietary intake, such as dietary records analyzed with commercially available software. The primary objective of our study was to design and test a calcium-focused food frequency questionnaire (CFFFQ) including foods naturally rich in calcium and calcium-fortified foods. Secondary objectives were to review calcium sources and adequacy of intake in black and in white postmenopausal women.

ABSTRACT.METHODS.
We studied a convenience sample of 46 black and 139 white postmenopausal women (mean [SD] age 69.4 [5.8] years). Subjects completed a multiple-pass interview for 24-hour recall of foods eaten and the 46-item CFFFQ.

ABSTRACT.RESULTS.
The correlation between measures for total daily calcium intake was moderately strong (r = 0.53, P < .001). The CFFFQ estimated greater total daily calcium intake than did the 24-hour recall (mean [SD], 1,021 [624] mg/d vs 800 [433] mg/d, P < .001). As daily calcium intake increased, the 24-hour recall increasingly underreported calcium (r = 0.41, P < .001) compared with the CFFFQ. Cross-tabulation and Χ2 analyses found that the CFFFQ had greater specificity for lower calcium intakes. For calcium classified by food groups, there was moderate correlation for dairy (r = 0.56, P < .001) and fruits (r = 0.43, P < .001). The CFFFQ overestimated mean total calcium compared with the 24-hour recall by 221 mg/d (P < .001), including within racial groups (195 mg/d for black women, P = .04, and 229 mg/d for white women, P < .001). Dairy was the primary calcium source for both groups (55% of intake for black women and 57% of intake for white women).

ABSTRACT.CONCLUSION.
The CFFFQ can be used to identify postmenopausal women with inadequate calcium intakes (<800 mg/d) and to identify key sources of dietary calcium. Older black women consume less daily calcium than do older white women."
20,2784391,"TITLE: 
Electrical muscle stimulation preserves the muscle mass of critically ill patients: a randomized study

ABSTRACT.INTRODUCTION:
Critically ill patients are characterized by increased loss of muscle mass, partially attributed to sepsis and multiple organ failure, as well as immobilization. Recent studies have shown that electrical muscle stimulation (EMS) may be an alternative to active exercise in chronic obstructive pulmonary disease (COPD) and chronic heart failure (CHF) patients with myopathy. The aim of our study was to investigate the EMS effects on muscle mass preservation of critically ill patients with the use of ultrasonography (US).

ABSTRACT.METHODS:
Forty-nine critically ill patients (age: 59 ± 21 years) with an APACHE II admission score ≥13 were randomly assigned after stratification upon admission to receive daily EMS sessions of both lower extremities (EMS-group) or to the control group (control group). Muscle mass was evaluated with US, by measuring the cross sectional diameter (CSD) of the vastus intermedius and the rectus femoris of the quadriceps muscle.

ABSTRACT.RESULTS:
Twenty-six patients were finally evaluated. Right rectus femoris and right vastus intermedius CSD decreased in both groups (EMS group: from 1.42 ± 0.48 to 1.31 ± 0.45 cm, P = 0.001 control group: from 1.59 ± 0.53 to 1.37 ± 0.5 cm, P = 0.002; EMS group: from 0.91 ± 0.39 to 0.81 ± 0.38 cm, P = 0.001 control group: from 1.40 ± 0.64 to 1.11 ± 0.56 cm, P = 0.004, respectively). However, the CSD of the right rectus femoris decreased significantly less in the EMS group (-0.11 ± 0.06 cm, -8 ± 3.9%) as compared to the control group (-0.21 ± 0.10 cm, -13.9 ± 6.4%; P < 0.05) and the CSD of the right vastus intermedius decreased significantly less in the EMS group (-0.10 ± 0.05 cm, -12.5 ± 7.4%) as compared to the control group (-0.29 ± 0.28 cm, -21.5 ± 15.3%; P < 0.05).

ABSTRACT.CONCLUSIONS:
EMS is well tolerated and seems to preserve the muscle mass of critically ill patients. The potential use of EMS as a preventive and rehabilitation tool in ICU patients with polyneuromyopathy needs to be further investigated.

ABSTRACT.TRIAL REGISTRATION:
clinicaltrials.gov: NCT00882830"
21,2864284,"TITLE.
Dihydroartemisinin-piperaquine versus chloroquine to treat vivax malaria in Afghanistan: an open randomized, non-inferiority, trial

ABSTRACT.BACKGROUND.
Afghanistan's national guidelines recommend chloroquine for the treatment of Plasmodium vivax infection, the parasite responsible for the majority of its malaria burden. Chloroquine resistance in P. vivax is emerging in Asia. Therapeutic responses across Afghanistan have not been evaluated in detail.

ABSTRACT.METHODS.
Between July 2007 and February 2009, an open-label, randomized controlled trial of chloroquine and dihydroartemisinin-piperaquine in patients aged three months and over with slide-confirmed P. vivax mono-infections was conducted. Consistent with current national guidelines, primaquine was not administered. Subjects were followed up daily during the acute phase of illness (days 0-3) and weekly until day 56. The primary endpoint was the overall cumulative parasitological failure rate at day 56 after the start of treatment, with the hypothesis being that dihydroartemisinin-piperaquine was non-inferior compared to chloroquine (Δ = 5% difference in proportion of failures).

ABSTRACT.RESULTS.
Of 2,182 individuals with positive blood films for P. vivax, 536 were enrolled in the trial. The day 28 cure rate was 100% in both treatment groups. Parasite clearance was more rapid with dihydroartemisinin-piperaquine than chloroquine. At day 56, there were more recurrent infections in the chloroquine arm (8.9%, 95% CI 6.0-13.1%) than the dihydroartemisinin-piperaquine arm (2.8%, 95% CI 1.4-5.8%), a difference in cumulative recurrence rate of 6.1% (2-sided 90%CI +2.6 to +9.7%). The log-rank test comparing the survival curves confirmed the superiority of dihydroartemisinin-piperaquine over chloroquine (p = 0.003). Multivariate analysis showed that a lower initial haemoglobin concentration was also independently associated with recurrence. Both regimens were well tolerated and no serious adverse events were reported.

ABSTRACT.CONCLUSIONS.
Chloroquine remains an efficacious treatment for the treatment of vivax malaria in Afghanistan. In a setting where radical therapy cannot be administered, dihydroartemisinin-piperaquine provides additional benefit in terms of post-treatment prophylaxis, reducing the incidence of recurrence from 4-8 weeks after treatment.

ABSTRACT.TRIAL REGISTRATION.
The trial was registered at ClinicalTrials.gov under identifier NCT00682578."
22,2882922,"TITLE.
Late tamoxifen in patients previously operated for breast cancer without postoperative tamoxifen: 5-year results of a single institution randomised study

ABSTRACT.BACKGROUND.
A population of breast cancer patients exists who, for various reasons, never received adjuvant post-operative tamoxifen (TAM). This study was aimed to evaluate the role of late TAM in these patients.

ABSTRACT.METHODS.
From 1997 to 2003, patients aged 35 to 75 years, operated more than 2 years previously for monolateral breast cancer without adjuvant TAM, with no signs of metastases and no contraindication to TAM were randomized to TAM 20 mg/day orally for 2 years or follow-up alone. Events were categorized as locoregional relapse, distant metastases, metachronous breast cancer, tumours other than breast cancer and death from any causes, whichever occurred first. The sample size (197 patients per arm, plus 10% allowance) was based on the assumption of a 30% decrease in the number of events occurring at a rate of 5% annually in the 10 years following randomization. Four hundred and thirty-three patients were randomized in the study (TAM 217, follow-up 216). Patients characteristics (TAM/follow-up) included: median age 55/55 years, median time from surgery 25/25 months (range, 25-288/25-294), in situ carcinoma 18/24, oestrogen receptor (ER) positive in 75/68, negative in 70/57, unknown in 72/91 patients. Previous adjuvant treatment included chemotherapy in 131/120 and an LHRH analogue in 11/13 patients.

ABSTRACT.RESULTS.
Thirty-six patients prematurely discontinued TAM after a median of 1 month, mostly because of subjective intolerance. Eighty-three events (TAM 39, follow-up 44) occurred: locoregional relapse in 10/8, distant metastases in 14/16, metachronous breast cancer in 4/10, other tumours in 11/10 patients. Less ER-positive secondary breast cancers occurred in the TAM treated patients than in follow-up patients (1 vs 10, p = 0.005). Event-free survival was similar in both groups of patients.

ABSTRACT.CONCLUSIONS.
This 5-year analysis revealed significantly less metachronous ER-positive breast cancers in the TAM treated patients. No other statistically significant differences have emerged thus far."
23,2900076,"TITLE.
Efficacy and Safety of Tranexamic Acid in Control of Bleeding Following TKR: A Randomized Clinical Trial

ABSTRACT.SUMMARY.
Total knee arthroplasty (TKA) is generally carried out using a tourniquet and blood loss occurring mainly post operatively is collected in drains. Tranexamic acid is an antifibrinolytic agent which decreases the total blood loss. Patients had unilateral / bilateral cemented TKA using combined spinal and epidural anaesthesia. In a double-blind fashion, they received either placebo (n=25) or tranexamic acid (n=25)10 mg.kg−1 i.v., just before tourniquet inflation, followed by 1 mg kg−1 h-1 i.v. till closure of the wound. The postoperative blood loss, transfusion requirement, cost effectiveness and complications were noted. The groups had similar characteristics. The mean volume of drainage fluid was 270 ml and 620 ml for unilateral(U/L) and bilateral(B/L) TKR patients in placebo group. Whereas it was 160ml and 286 ml respectively in unilateral(U/L) and bilateral(B/L) TKR patients who received tranexamic acid. This was considered statistically significant. Control group patients received 26 units of PRBC as compared to 4 units in tranexamic acid groups (p<0.001). This was again statistically significant. None of the patients in any of the groups developed deep vein thrombosis. Tranexamic acid decreased total blood loss by nearly 54% in B/L TKR and 40% in U/L TKR and drastically reduced (> 80%) blood transfusion."
24,2967098,"TITLE.
TREATMENT OF ACUTE AND TRANSIENT PSYCHOTIC DISORDERS WITH LOW AND HIGH DOSES OF ORAL HALOPERIDOL

ABSTRACT.
The apparent rationale for the popular use of high doses of neuroleptics in psychotic patients is to increase the degree and speed of therapeutic response .However, several recent reports have questioned these claims. The present study was undertaken with the aim to compare the efficacy of high and low oral doses of haloperidol in the treatment of acute and transient psychotic disorders. The sample comprised of forty patients of both sexes diagnosed as acute and transient psychotic disorder who were randomly assigned to high dose (20 mg/day) and low dose (5 mg /day) haloperidol groups with equal number of subjects (n=20) in both groups. Weekly assessment was done on Brief Psychiatric Rating Scale and Haloperidol Side-effects Check List (day 7, 14, 21, 28, 35 & 42). Both groups showed significant improvement in BPRS from baseline scores on all assessments. Comparison of the improvement rate in both study groups revealed no significant difference."
